,0
507,379786.34075649426
508,363839.1281734078
509,349322.19363067276
510,419149.2282673704
511,351318.0137758334
512,298761.625401928
513,323388.06623693625
514,661016.1319437628
515,271205.45135681226
516,341994.91758640343
517,310012.2384216189
518,313273.5892462179
519,182782.60859134977
520,336112.1856845998
521,214323.2208257019
522,202296.19798133208
523,187530.1115857195
524,217970.56478806876
525,211652.91118470527
526,196494.77675459415
527,188917.58706606808
528,208973.67265804322
529,226638.98076944172
530,223082.55639993795
531,243338.59631553112
532,184202.95800613385
533,236818.93675633433
534,180683.03723307326
535,285717.4666585202
536,309853.13668479177
537,285286.3078268266
538,273624.95697670395
539,303383.81705300836
540,310310.7968405389
541,257561.51955849247
542,264491.82618217665
543,291170.0894784164
544,243173.9067497569
545,217284.62545815826
546,260238.45309934666
547,229118.04827112547
548,207218.93697931216
549,217414.5221099619
550,145103.83884115453
551,186304.8109024633
552,185172.83240709544
553,203842.2697348239
554,217622.74143763393
555,200302.0504685864
556,208789.81484515165
557,106985.4833108455
558,136969.39196890753
559,88291.89986511006
560,91322.87333135385
561,183357.67362216176
562,154104.066354989
563,288020.8770993204
564,331312.89897067327
565,176980.64132051263
566,158132.07326751217
567,152405.78529829558
568,171056.18716779753
569,273134.2308339975
570,249347.2599287817
571,268462.7621192293
572,267044.58767479786
573,178104.14564463735
574,213839.27121760236
575,219820.2665498658
576,225424.52931246848
577,321198.6345310027
578,225620.46790116368
579,332354.1196456617
580,302593.97914604476
581,208167.40398387643
582,175025.3962699031
583,177301.28052554294
584,205808.65301920703
585,130214.41485894218
586,138680.3815131544
587,151741.48546695404
588,132737.24925728855
589,179815.69298430518
590,113105.15971556216
591,115217.77936002333
592,147699.761984183
593,82930.65435449698
594,174666.35551236177
595,157503.93408320725
596,108976.9495031354
597,217560.4417017501
598,126921.13359095904
599,180784.3035908072
600,183659.2719920735
601,114699.20820925097
602,123728.25006612105
603,120335.93179666731
604,127823.40830661531
605,170225.0256243402
606,109859.33087887289
607,134014.44597886698
608,81810.8674133739
609,111733.40312722139
610,88787.0009425254
611,141039.3840865805
612,135018.79720358702
613,194756.08742507544
614,143377.87029419292
615,127990.62340427426
616,152697.07783118004
617,112168.64169412627
618,146330.45300097018
619,120747.77716933013
620,126426.43019202276
621,114909.53730295983
622,147324.65811663898
623,97125.54587439986
624,109342.11233889224
625,112530.87187235334
626,124809.1020280222
627,92728.70864384479
628,85997.7959177183
629,132310.07362529705
630,75763.59308590228
631,139508.0499968668
632,171451.98490629357
633,131297.17283131377
634,128245.07335118632
635,91636.6943909222
636,111399.89841181983
637,147593.45949581638
638,20898.92391561449
639,43856.849260812276
640,123556.65859788156
641,148145.64936601464
642,87157.4503758258
643,141786.3089003231
644,154829.2916646547
645,54296.49626000092
646,204709.21345588355
647,129911.65984512708
648,100308.90755057981
649,121554.37331509174
650,156014.8416930393
651,129150.74873792328
652,124882.49270865839
653,126529.36342797749
654,164053.89742522602
655,98556.13601100011
656,137680.33834462924
657,123791.3679805854
658,109273.16215066003
659,126946.24622946023
660,74307.11802293733
661,102838.15430691367
662,76767.08647133579
663,169782.27810398745
664,143237.9273007659
665,144909.66806503988
666,154176.42121564687
667,154431.89231423908
668,76339.48753834359
669,124147.4018959731
670,128026.39794226439
671,105005.08819373202
672,125502.4974694658
673,129626.64191942583
674,114689.77401932376
675,49990.06863092695
676,103779.75809131857
677,156847.25505800522
678,155389.4541873905
679,143029.97573079544
680,164129.47643058625
681,127092.08165211228
682,150319.53833994604
683,107813.50187995876
684,139704.57613158174
685,169234.30626248807
686,159130.94794821637
687,148907.2202400628
688,167630.34313550327
689,217625.3304922928
690,134196.91595068295
691,200497.98177753724
692,196335.2519825959
693,109723.93409400707
694,139513.4763609671
695,269174.7717612409
696,244525.8920138752
697,240814.9860559714
698,233368.04492985155
699,193432.57741001225
700,258051.13755091757
701,348177.49642768124
702,362784.3489233104
703,249208.00012664334
704,217370.64869417515
705,151394.81666964642
706,212736.51969277108
707,188236.1311127067
708,200114.4424139216
709,214673.83809603594
710,162464.2784816366
711,132500.3974592449
712,166602.20153975065
713,228338.57431511366
714,272278.34251133737
715,295913.5817418307
716,240442.67458667187
717,225723.2186226573
718,142773.6297293732
719,192919.76912358543
720,203097.60737106498
721,225723.6301296288
722,199984.67690658572
723,119115.73859362694
724,132833.7548220256
725,154105.17252688124
726,164876.46077169498
727,165549.71875944152
728,309684.7139701429
729,62337.86277295847
730,53508.69907826383
731,77073.06507303956
732,121543.44440522554
733,98116.50029264018
734,96516.64684569111
735,109273.92804760637
736,111597.63283287623
737,167576.37446264437
738,181952.91380168355
739,134816.64721231753
740,143781.79843017313
741,220923.27104181715
742,119983.29543965255
743,146767.020992346
744,95216.23155288762
745,129560.92199186853
746,186199.83199651018
747,225918.26300495787
748,196663.23466653927
749,120313.11843182851
750,114943.94538519174
751,133996.229952641
752,112769.62091972446
753,161314.00285519438
754,93067.3971280386
755,147933.7864499849
756,78777.84591071238
757,98081.88387618613
758,90029.45566368953
759,53192.72366509377
760,310309.23350335285
761,277314.9062425889
762,299900.0611087899
763,219353.45400118813
764,108245.89651756812
765,187993.16917640305
766,228992.45129650005
767,287131.8493615921
768,242036.62280127872
769,144252.04072528268
770,223029.3984043543
771,186515.53163646488
772,203412.16129799737
773,273178.460558865
774,246588.0584555951
775,258006.03396019325
776,322026.51952818496
777,190501.20086793642
778,119868.41840062253
779,167377.36302478405
780,144888.0355539219
781,114456.88707542914
782,126466.31593785013
783,108165.7462699315
784,102943.31104841852
785,143744.1397389595
786,118602.492255232
787,113588.35185333717
788,122475.86694638178
789,126792.38640513801
790,91425.25027180393
791,184148.84682155476
792,150609.17529783718
793,175441.09995642578
794,185412.87216657016
795,191429.70773854642
796,200218.3309150917
797,170309.3537461087
798,178142.535849689
799,113617.94627908841
800,192873.08448685982
801,204932.7166431337
802,348953.5990413898
803,415594.16932574986
804,142913.94631444587
805,274159.7157238034
806,338175.808282567
807,377409.8305621514
808,162538.29135970105
809,212230.6678693945
810,224789.09500913427
811,275624.6504195065
812,172644.747384433
813,184838.35823779172
814,149291.06682176844
815,206911.991358208
816,185849.49087391948
817,149726.6451747587
818,127191.91984985257
819,106401.6549975235
820,176883.60557675688
821,188481.9795518134
822,118407.45736766557
823,127472.90851734352
824,137437.02856081727
825,118835.5519316433
826,361636.9581285523
827,280675.89017692837
828,294779.2829421439
829,391219.47491647414
830,320860.83754284756
831,385378.61667661136
832,411352.46111798426
833,349081.7545246646
834,435292.33750932635
835,237728.35659313458
836,344986.96079476277
837,346163.6855274776
838,339563.4115830611
839,301054.8598650423
840,323061.8884505087
841,246795.21698351201
842,243181.50987137997
843,232613.87078280162
844,214292.36645111654
845,211716.93249731892
846,220884.6037809904
847,224625.05438204948
848,305303.5781336912
849,205107.297445714
850,217044.7184011583
851,188821.17996428386
852,182218.00907560304
853,187703.03326008478
854,195002.81389279893
855,218433.64572446546
856,194982.21634850034
857,198996.7165479167
858,199272.1866807509
859,190224.0245172746
860,233693.56730171695
861,206534.67015033128
862,195614.8824311141
863,197884.46349965828
864,227043.82709664217
865,188239.4536690973
866,211755.5997018116
867,231642.09218707247
868,190067.47104012198
869,184041.23374490568
870,314464.4323664112
871,354838.0165893449
872,295509.11102750624
873,251492.5344049774
874,278325.1739539687
875,289297.2794801042
876,199856.76173335427
877,255028.82351671663
878,233601.08422099287
879,396152.96965567005
880,212098.71347801728
881,245045.8336646259
882,236174.75308929224
883,228548.54708008814
884,230087.71971476285
885,211899.63758029055
886,198930.33656602676
887,246726.45282645797
888,187217.45352157534
889,310621.01198124356
890,274429.261826927
891,259040.8683976665
892,257913.29520571558
893,134180.93668772292
894,152356.5253070377
895,169399.0920325426
896,207405.1499938995
897,207096.37848146196
898,117920.58787223691
899,125088.58087619452
900,139249.50530516336
901,269579.01897831797
902,162908.70614443976
903,187603.12930122158
904,232869.57866167364
905,190313.81830164453
906,219076.82610802352
907,212912.4732602512
908,202272.57811319362
909,168573.80438781768
910,172276.51278866982
911,199255.39879533547
912,291790.31137068046
913,295004.24580453243
914,239944.692048904
915,298335.3930783303
916,324700.9090048251
917,145580.69703021384
918,218826.43956068362
919,168294.10045749522
920,169980.00761877425
921,216730.41049673717
922,205361.5596300212
923,253052.250126463
924,170596.76425108156
925,139370.85309316227
926,129855.36424443909
927,115558.92689252982
928,124696.07257299047
929,152969.42187440558
930,133274.1849556629
931,107974.29348642
932,177525.93887704614
933,127775.03460060901
934,204033.00793829662
935,146095.24109785684
936,218026.45125549904
937,118209.02995859378
938,73349.86950416036
939,66728.71284870117
940,118128.61762400897
941,141224.19153292902
942,131623.9282578751
943,152246.62283233152
944,166014.94257475322
945,143072.2041198394
946,132357.88365606402
947,158029.11535641298
948,112042.51622007295
949,187642.65736292396
950,105379.82501397963
951,162753.12847824907
952,119102.13706364087
953,156100.97675599062
954,132438.5904910552
955,129919.69340208365
956,129744.69098976612
957,126011.5574713418
958,137706.52198260828
959,113933.75532859401
960,33910.5243759061
961,97767.63570899641
962,147991.8076754794
963,138996.77067970304
964,188361.12046634883
965,133689.53978533167
966,134377.58494415306
967,180850.04279865563
968,102397.08719607169
969,130150.46942049902
970,95345.5941671234
971,139128.16078327358
972,139119.6868947544
973,132086.03297587758
974,148608.1055995519
975,115620.12249772277
976,99784.79082134325
977,119202.0976665951
978,114557.04187674174
979,127695.60483097078
980,141144.13343809143
981,92219.9509597852
982,150301.932841534
983,133185.75808506296
984,113763.55869074329
985,142448.55287348977
986,207015.70405814057
987,130964.26284933044
988,114820.71512973213
989,159384.56737964714
990,118049.06642897145
991,196878.30079642503
992,95676.78440886553
993,112997.03930604935
994,126157.80334794021
995,154164.6372606883
996,126833.59677330765
997,128594.6569669249
998,111395.75761632313
999,145846.23239051132
1000,125664.52633589701
1001,129130.55436350187
1002,140779.57421335886
1003,176856.5209539061
1004,135260.41107463263
1005,128363.87856233571
1006,166298.56510923392
1007,84704.8502301074
1008,80490.92131428543
1009,191528.08449955762
1010,205992.11144832653
1011,163347.99585593355
1012,107780.31051092705
1013,67179.39075513848
1014,214241.2689617703
1015,108115.23614395046
1016,116254.3672169515
1017,155949.2648759949
1018,103231.01656407412
1019,151647.39699452405
1020,141105.97826392684
1021,135819.6571940462
1022,101607.82464600474
1023,131647.36053775225
1024,133141.9770152013
1025,140816.7387865429
1026,199576.0631530802
1027,179490.19616759507
1028,151675.84405946932
1029,150066.6960741337
1030,115153.87239529684
1031,192785.60289109577
1032,160937.05792584084
1033,153098.91190885103
1034,81003.93887328566
1035,235675.60591031128
1036,162244.89771503946
1037,92380.03085171132
1038,78345.68996696698
1039,113423.18138032407
1040,153924.24912247207
1041,150857.85822588205
1042,112523.90097977073
1043,43619.023734408256
1044,230321.64561537
1045,266766.3595336886
1046,278959.9540935332
1047,270029.03808966663
1048,224439.13253960293
1049,219312.7427223926
1050,186629.19164572298
1051,208575.30681453308
1052,246485.3004184796
1053,302823.5758406301
1054,133930.0747697383
1055,177430.13653533894
1056,135220.61350727765
1057,147906.23775161567
1058,229501.32167298734
1059,222879.6141685757
1060,198300.03077277454
1061,226208.43593497406
1062,118139.6344469791
1063,140319.36238772594
1064,139329.36327120123
1065,144074.5243645401
1066,128526.67479077433
1067,122970.44172918779
1068,139040.83943713614
1069,121983.79576239534
1070,241325.94493727013
1071,226198.18933518103
1072,207237.1813187171
1073,254359.33828246256
1074,275367.1411780844
1075,233998.25036957345
1076,239796.73068994386
1077,192330.08850062688
1078,206251.20113557528
1079,188599.20397725218
1080,194717.55205244836
1081,172146.29159202208
1082,113487.32825301393
1083,122120.48221570672
1084,141440.47381821455
1085,134886.1731162541
1086,153829.07512040992
1087,158013.81346758667
1088,149476.70819796761
1089,634231.3116844754
1090,146695.62249889006
1091,143069.72158811247
1092,74314.2181933453
1093,76760.56920407532
1094,108109.24769281386
1095,85894.67007941098
1096,96062.44998698859
1097,150608.42174859453
1098,125604.85726221389
1099,145622.81284244324
1100,143720.5283344426
1101,143257.97720250083
1102,129593.89546001956
1103,188078.52121726357
1104,113982.49209348625
1105,132604.47208274115
1106,103918.3318611586
1107,174797.69749968918
1108,202304.78189523172
1109,121421.79148867546
1110,167762.9026582951
1111,158304.5432839487
1112,211127.49239457608
1113,458396.182730638
1114,147974.43811866338
1115,136620.37979195884
1116,163599.32871678806
1117,89053.57109109839
1118,14663.254327449424
1119,107540.92333962297
1120,116162.0337595552
1121,151833.6994246681
1122,264981.0749206126
1123,189140.0610633183
1124,196507.13939569332
1125,228518.12835755962
1126,203415.985362314
1127,146219.51971498967
1128,165152.95651206392
1129,230660.10022151508
1130,262825.7382385704
1131,219632.74652768415
1132,268087.6211134564
1133,196796.60787502417
1134,233521.08480247186
1135,318629.9142071035
1136,209638.06101606673
1137,280803.09191128844
1138,340815.111695252
1139,-3264.0519849134726
1140,156576.21537611878
1141,67979.0028902819
1142,85402.5083554138
1143,73833.7730087366
1144,70259.55846619594
1145,157476.765126202
1146,222819.99757085383
1147,205776.3387851619
1148,176750.6144569835
1149,108188.47088947546
1150,122038.24540768052
1151,159394.7332945561
1152,138997.40202742757
1153,109794.06769888056
1154,173264.46094820034
1155,162784.8970530365
1156,197285.0275483108
1157,245773.7430901498
1158,209312.29810579887
1159,179586.46604720486
1160,176921.41640419187
1161,188457.83090846345
1162,234415.46424602906
1163,291077.1197220146
1164,265733.37696303905
1165,176201.41216091914
1166,162944.86779710487
1167,397198.4655580781
1168,436231.80362502614
1169,326206.4413008948
1170,430645.672729063
1171,373081.9732172279
1172,276155.014847439
1173,377893.8926684129
1174,171991.19430883377
1175,180508.68338907041
1176,220595.12725887445
1177,264270.4685678074
1178,188491.66402062346
1179,157246.14638381533
1180,96350.50725091793
1181,189956.3714851775
1182,109057.97543136845
1183,118012.10471189517
1184,114233.98880761367
1185,100713.50196161607
1186,115005.86526918015
1187,139367.77150553398
1188,156518.77564179915
1189,132334.60304684966
1190,140693.70165718909
1191,367291.4739266635
1192,246039.45591677335
1193,252358.5547281024
1194,370149.5687416692
1195,318502.71583978
1196,352879.60772703186
1197,304875.86821322097
1198,299773.42994430393
1199,344005.419275008
1200,331583.2812497922
1201,359654.6376033626
1202,269288.6986402119
1203,295673.34814674454
1204,318269.88310361607
1205,293362.192091997
1206,189590.08468138252
1207,193959.05604025107
1208,194739.18863616616
1209,280785.85744152375
1210,200437.90225170105
1211,202797.24251529342
1212,202012.67083355453
1213,201488.7381674608
1214,172167.36845587895
1215,218348.250493787
1216,202513.0583148919
1217,255736.55771595065
1218,265463.5367427435
1219,270365.00474775705
1220,390874.9066191537
1221,306591.1513283003
1222,442898.87483828247
1223,301035.7214376426
1224,321501.91774193756
1225,253813.4047753498
1226,280800.8081066519
1227,220530.03260139155
1228,209969.41850131066
1229,367405.8114976317
1230,197164.8727179563
1231,137101.22968630423
1232,212735.50714337084
1233,145083.50653952095
1234,211239.54755518274
1235,200337.09030111326
1236,181921.70747637973
1237,218944.77825515333
1238,178965.2381031929
1239,159383.77065850503
1240,164881.56763586306
1241,114417.21396764755
1242,143102.40692681356
1243,141614.78048125238
1244,103672.32431439188
1245,107983.66029273649
1246,134851.4277361761
1247,120117.74635501154
1248,111708.00057724767
1249,124697.41186642158
1250,140112.30273758792
1251,349131.84169071435
1252,172379.05320372756
1253,155883.88878705617
1254,174597.68848097694
1255,148429.43014390976
1256,188574.98162973952
1257,223996.8111302228
1258,151076.92055390673
1259,193879.23617760738
1260,132729.512147298
1261,178887.59165280344
1262,169902.25604962243
1263,128753.82579233963
1264,128092.38048647766
1265,136364.10365660116
1266,151277.59474374336
1267,193282.64687160935
1268,140190.81249573885
1269,140912.05823730445
1270,139645.91255895662
1271,129238.56380599283
1272,151308.81788319387
1273,149280.4808007564
1274,145570.24556783927
1275,126482.94950620469
1276,107128.65562608265
1277,125194.52409623322
1278,155989.45053905644
1279,139608.8482303058
1280,158541.138269947
1281,180265.47519891872
1282,152930.9127154665
1283,160479.6667224265
1284,146393.0319812363
1285,122552.03648608548
1286,179344.45581967095
1287,120740.04949147021
1288,131501.66178974562
1289,110481.2553384307
1290,124511.30273531337
1291,230834.69898088492
1292,137617.32483440134
1293,205983.20004716265
1294,139083.68364236125
1295,71289.57194475282
1296,60736.688571676204
1297,114182.26297571958
1298,158892.57813953955
1299,131854.7666025135
1300,147228.23666325846
1301,130462.13004817048
1302,189638.73481071132
1303,177677.24060064915
1304,268990.0080358208
1305,132589.23657106742
1306,65124.17566990206
1307,102032.9682536078
1308,125126.7523318902
1309,154125.82024475883
1310,102527.01406103748
1311,102413.08078949433
1312,182874.571224497
1313,152864.31941894323
1314,136140.86244395064
1315,153528.15286637237
1316,168299.3484960604
1317,126500.0915764822
1318,141208.7213118206
1319,95467.56960098073
1320,85836.6279450476
1321,84761.26705478996
1322,91366.4737195567
1323,123418.88617501987
1324,149680.97279422
1325,76344.80481860926
1326,142962.67049317586
1327,72570.08185584977
1328,173756.01684997493
1329,99628.33279460637
1330,99880.92178119486
1331,85060.79581635221
1332,166307.80576650938
1333,92327.605494397
1334,127701.04972511233
1335,76477.52035614988
1336,219677.66641151253
1337,116712.21658195808
1338,152008.22514031074
1339,64648.17045091238
1340,106304.30096246453
1341,143551.95284062356
1342,156114.75664548247
1343,127472.89048235185
1344,112198.6673367206
1345,79318.71735589148
1346,170539.4000653963
1347,168535.0419720757
1348,122026.49939452548
1349,118073.4368191816
1350,183782.9241931784
1351,165733.8892731714
1352,157800.99018219154
1353,144411.90134575195
1354,122051.83067246209
1355,255849.5629714734
1356,179941.23502356804
1357,141719.92195709096
1358,181619.11365527607
1359,132722.90967718308
1360,119735.46350543466
1361,186664.93212000377
1362,299147.25432439655
1363,171750.06916738802
1364,166623.0218580008
1365,145067.30924994274
1366,136512.9701869278
